,LLAVEMOD,SEXO,SEXO_HM,EDAD_V,NIV,NIVED_T,REGION,REGION_T,TLOC,p461,p462,p463,p464,p465,p466,p461_t,p462_t,p463_t,p464_t,p465_t,p466_t,t46_calif
8062,795504102,1,M,32,3,Basic,1,Northwest,1,3,1,1,1,1,2,Never,Always,Always,Always,Always,Sometimes,7.916666666666666
8063,795601101,1,M,40,8,Undergraduate,2,Northeast,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8065,795801102,1,M,36,3,Basic,1,Northwest,1,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
8066,795902101,1,M,50,8,Undergraduate,2,Northeast,1,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
8067,796002102,2,F,51,6,high School,2,Northeast,1,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
8068,796120101,1,M,31,2,Basic,6,South,4,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
8069,796204101,1,M,59,6,high School,1,Northwest,1,3,1,3,3,3,2,Never,Always,Never,Never,Never,Sometimes,7.083333333333333
8070,796314101,1,M,60,2,Basic,6,South,4,1,1,1,2,2,2,Always,Always,Always,Sometimes,Sometimes,Sometimes,7.916666666666666
8071,796405102,1,M,33,7,high School,3,Bajío,1,1,1,2,2,1,3,Always,Always,Sometimes,Sometimes,Always,Never,8.333333333333334
8072,796518103,1,M,24,8,Undergraduate,1,Northwest,4,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
8073,796603101,1,M,56,6,high School,2,Northeast,2,1,1,2,2,2,1,Always,Always,Sometimes,Sometimes,Sometimes,Always,8.75
8074,796703102,1,M,24,8,Undergraduate,1,Northwest,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
8075,796801101,1,M,55,10,Graduate,4,CDMX,1,2,1,2,2,2,3,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,7.5
8076,796916101,2,F,56,3,Basic,3,Bajío,4,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
8077,797005102,2,F,27,3,Basic,3,Bajío,1,2,1,2,3,2,1,Sometimes,Always,Sometimes,Never,Sometimes,Always,7.916666666666666
8078,797117101,2,F,67,2,Basic,3,Bajío,2,2,1,3,3,2,2,Sometimes,Always,Never,Never,Sometimes,Sometimes,7.916666666666666
8079,797216101,1,M,59,0,No studies,6,South,4,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
8080,797301102,2,F,38,8,Undergraduate,1,Northwest,1,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
8081,797405103,2,F,27,8,Undergraduate,2,Northeast,1,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
8082,797515101,2,F,30,8,Undergraduate,3,Bajío,2,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8083,797608101,2,F,27,6,high School,6,South,4,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
8084,797703102,2,F,85,0,No studies,6,South,1,3,1,3,3,3,3,Never,Always,Never,Never,Never,Never,6.666666666666666
8085,797815102,1,M,40,6,high School,3,Bajío,2,2,1,2,3,3,2,Sometimes,Always,Sometimes,Never,Never,Sometimes,7.083333333333333
8086,797901102,2,F,57,2,Basic,5,South/East,4,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
8087,798004102,2,F,37,3,Basic,3,Bajío,1,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
8088,798102102,2,F,66,2,Basic,2,Northeast,2,3,1,3,3,2,3,Never,Always,Never,Never,Sometimes,Never,7.083333333333333
8089,798204101,1,M,27,6,high School,1,Northwest,1,1,1,1,1,1,2,Always,Always,Always,Always,Always,Sometimes,8.75
8090,798309101,2,F,24,3,Basic,3,Bajío,4,1,1,1,1,1,1,Always,Always,Always,Always,Always,Always,9.166666666666666
8091,798407101,2,F,25,8,Undergraduate,5,South/East,4,2,1,3,1,1,2,Sometimes,Always,Never,Always,Always,Sometimes,9.166666666666666
8092,798505101,2,F,60,8,Undergraduate,2,Northeast,1,2,2,2,2,3,2,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,7.083333333333333
8093,798602101,1,M,39,6,high School,1,Northwest,1,1,2,2,2,2,2,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
8094,798704103,2,F,25,6,high School,3,Bajío,1,2,1,2,1,2,2,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,8.333333333333334
8095,798816101,1,M,39,8,Undergraduate,6,South,2,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
8096,798901101,2,F,61,2,Basic,6,South,1,3,1,1,2,2,2,Never,Always,Always,Sometimes,Sometimes,Sometimes,7.083333333333333
8097,799005102,1,M,56,8,Undergraduate,4,CDMX,1,2,1,2,2,3,1,Sometimes,Always,Sometimes,Sometimes,Never,Always,7.916666666666666
8098,799101102,2,F,59,3,Basic,3,Bajío,1,1,2,3,3,2,3,Always,Sometimes,Never,Never,Sometimes,Never,7.5
8099,799206101,2,F,65,2,Basic,5,South/East,3,1,1,3,2,1,2,Always,Always,Never,Sometimes,Always,Sometimes,9.166666666666666
8100,799304101,1,M,70,2,Basic,6,South,4,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
8101,799405101,1,M,27,6,high School,2,Northeast,2,1,2,2,3,3,2,Always,Sometimes,Sometimes,Never,Never,Sometimes,7.083333333333333
8102,799502103,1,M,20,6,high School,5,South/East,1,1,1,3,1,1,1,Always,Always,Never,Always,Always,Always,10.0
8103,799605102,2,F,18,6,high School,5,South/East,3,2,1,2,1,3,3,Sometimes,Always,Sometimes,Always,Never,Never,7.5
8104,799701103,1,M,19,6,high School,6,South,4,1,1,3,2,2,2,Always,Always,Never,Sometimes,Sometimes,Sometimes,8.75
8106,799902101,2,F,40,6,high School,4,CDMX,1,1,1,1,2,2,2,Always,Always,Always,Sometimes,Sometimes,Sometimes,7.916666666666666
8107,800006104,1,M,26,3,Basic,3,Bajío,4,2,1,2,1,2,2,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,8.333333333333334
8108,800116104,1,M,56,3,Basic,2,Northeast,2,1,1,3,2,1,2,Always,Always,Never,Sometimes,Always,Sometimes,9.166666666666666
8109,800202101,2,F,32,6,high School,4,CDMX,1,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
8110,800302101,1,M,58,6,high School,6,South,4,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
8111,800419101,1,M,32,3,Basic,6,South,4,3,1,1,1,3,3,Never,Always,Always,Always,Never,Never,6.666666666666666
8112,800505103,1,M,25,8,Undergraduate,3,Bajío,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
8113,800603101,1,M,36,6,high School,3,Bajío,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
8114,800702102,1,M,24,8,Undergraduate,2,Northeast,1,1,1,1,2,2,3,Always,Always,Always,Sometimes,Sometimes,Never,7.5
8115,800802102,2,F,33,6,high School,1,Northwest,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8116,800903101,1,M,78,2,Basic,1,Northwest,1,3,1,3,3,3,3,Never,Always,Never,Never,Never,Never,6.666666666666666
8117,801013103,2,F,45,8,Undergraduate,5,South/East,4,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
8118,801105101,1,M,66,2,Basic,6,South,1,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
8119,801202101,2,F,70,6,high School,2,Northeast,2,1,1,2,3,1,3,Always,Always,Sometimes,Never,Always,Never,7.916666666666666
8120,801306101,1,M,34,6,high School,6,South,4,1,1,2,1,3,3,Always,Always,Sometimes,Always,Never,Never,7.916666666666666
8121,801401104,2,F,33,6,high School,1,Northwest,1,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
8122,801514102,2,F,58,6,high School,1,Northwest,4,1,1,3,3,1,3,Always,Always,Never,Never,Always,Never,8.333333333333334
8123,801604101,1,M,30,3,Basic,2,Northeast,1,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
8124,801702101,1,M,68,2,Basic,2,Northeast,1,1,2,3,1,3,3,Always,Sometimes,Never,Always,Never,Never,7.916666666666666
8125,801816101,2,F,48,8,Undergraduate,6,South,2,1,1,1,1,3,1,Always,Always,Always,Always,Never,Always,8.333333333333334
8126,801909102,2,F,63,2,Basic,1,Northwest,2,1,1,1,1,1,1,Always,Always,Always,Always,Always,Always,9.166666666666666
8127,802004101,1,M,65,4,Basic,1,Northwest,3,1,1,1,3,1,3,Always,Always,Always,Never,Always,Never,7.5
8128,802102101,2,F,55,8,Undergraduate,1,Northwest,1,1,2,2,2,3,3,Always,Sometimes,Sometimes,Sometimes,Never,Never,7.083333333333333
8129,802204101,1,M,29,2,Basic,3,Bajío,1,2,2,2,3,2,2,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,7.083333333333333
8130,802301102,2,F,40,6,high School,1,Northwest,1,1,2,1,1,1,1,Always,Sometimes,Always,Always,Always,Always,8.75
8131,802405101,1,M,34,3,Basic,5,South/East,1,1,2,1,3,3,3,Always,Sometimes,Always,Never,Never,Never,6.25
8132,802518104,2,F,21,6,high School,3,Bajío,3,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
8133,802602103,1,M,26,8,Undergraduate,1,Northwest,2,1,1,3,1,2,1,Always,Always,Never,Always,Sometimes,Always,9.583333333333334
8134,802701101,2,F,23,8,Undergraduate,6,South,1,2,1,1,2,3,2,Sometimes,Always,Always,Sometimes,Never,Sometimes,7.083333333333333
8135,802804104,2,F,38,8,Undergraduate,5,South/East,1,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
8136,802913101,2,F,24,3,Basic,6,South,3,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
8137,803004101,2,F,33,8,Undergraduate,1,Northwest,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8138,803112101,1,M,76,0,No studies,6,South,4,1,1,2,3,3,2,Always,Always,Sometimes,Never,Never,Sometimes,7.5
8139,803201101,2,F,62,2,Basic,1,Northwest,1,1,2,3,2,3,2,Always,Sometimes,Never,Sometimes,Never,Sometimes,7.916666666666666
8140,803301102,1,M,44,6,high School,3,Bajío,1,1,2,2,2,2,2,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
8141,803401102,2,F,34,6,high School,1,Northwest,1,1,1,2,1,3,3,Always,Always,Sometimes,Always,Never,Never,7.916666666666666
8142,803504101,1,M,50,7,high School,2,Northeast,1,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
8143,803612101,1,M,85,2,Basic,2,Northeast,4,1,1,2,3,1,3,Always,Always,Sometimes,Never,Always,Never,7.916666666666666
8144,803715101,2,F,58,2,Basic,2,Northeast,4,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
8145,803801101,2,F,51,8,Undergraduate,1,Northwest,1,2,1,2,2,3,3,Sometimes,Always,Sometimes,Sometimes,Never,Never,7.083333333333333
8146,803916101,2,F,58,2,Basic,6,South,4,1,1,2,3,3,3,Always,Always,Sometimes,Never,Never,Never,7.083333333333333
8147,804008102,2,F,35,8,Undergraduate,5,South/East,3,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
8148,804101102,2,F,61,2,Basic,6,South,3,1,1,3,1,1,1,Always,Always,Never,Always,Always,Always,10.0
8149,804201101,1,M,35,6,high School,3,Bajío,3,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
8150,804303101,1,M,52,8,Undergraduate,4,CDMX,1,1,1,1,2,2,2,Always,Always,Always,Sometimes,Sometimes,Sometimes,7.916666666666666
8151,804403101,2,F,70,2,Basic,5,South/East,3,1,1,1,1,2,1,Always,Always,Always,Always,Sometimes,Always,8.75
8152,804501101,2,F,56,6,high School,1,Northwest,1,1,1,3,2,1,3,Always,Always,Never,Sometimes,Always,Never,8.75
8153,804602102,1,M,33,8,Undergraduate,1,Northwest,1,2,1,2,1,3,2,Sometimes,Always,Sometimes,Always,Never,Sometimes,7.916666666666666
8154,804705101,1,M,62,2,Basic,5,South/East,1,2,1,2,3,3,3,Sometimes,Always,Sometimes,Never,Never,Never,6.666666666666666
8155,804802101,2,F,72,6,high School,5,South/East,1,1,2,3,1,2,2,Always,Sometimes,Never,Always,Sometimes,Sometimes,8.75
8156,804902102,1,M,21,3,Basic,6,South,1,2,1,1,3,3,3,Sometimes,Always,Always,Never,Never,Never,6.25
8157,805003101,1,M,53,6,high School,1,Northwest,1,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
8158,805104101,1,M,55,3,Basic,3,Bajío,3,3,1,3,3,3,2,Never,Always,Never,Never,Never,Sometimes,7.083333333333333
8159,805205101,1,M,85,2,Basic,2,Northeast,2,3,1,3,3,3,2,Never,Always,Never,Never,Never,Sometimes,7.083333333333333
8160,805308103,2,F,65,2,Basic,6,South,4,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
8161,805410101,1,M,45,2,Basic,5,South/East,2,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
8162,805504101,1,M,41,6,high School,1,Northwest,3,1,1,2,2,3,1,Always,Always,Sometimes,Sometimes,Never,Always,8.333333333333334
8163,805601102,2,F,21,6,high School,1,Northwest,1,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
8164,805704101,1,M,27,8,Undergraduate,5,South/East,4,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
8165,805801102,2,F,66,6,high School,2,Northeast,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
8166,805901102,2,F,32,3,Basic,1,Northwest,4,1,1,1,3,2,3,Always,Always,Always,Never,Sometimes,Never,7.083333333333333
8167,806020101,2,F,37,6,high School,1,Northwest,4,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
8168,806108102,1,M,31,10,Graduate,3,Bajío,3,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8169,806201101,2,F,56,3,Basic,2,Northeast,1,2,1,2,3,2,2,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,7.5
8170,806312102,2,F,50,3,Basic,5,South/East,4,2,1,1,1,1,1,Sometimes,Always,Always,Always,Always,Always,8.75
8171,806404104,1,M,24,8,Undergraduate,2,Northeast,1,1,1,2,2,3,1,Always,Always,Sometimes,Sometimes,Never,Always,8.333333333333334
8172,806520102,2,F,48,2,Basic,6,South,3,1,1,3,2,3,3,Always,Always,Never,Sometimes,Never,Never,7.916666666666666
8173,806605101,1,M,55,3,Basic,2,Northeast,4,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
8174,806711101,2,F,69,0,No studies,5,South/East,2,1,1,1,1,3,3,Always,Always,Always,Always,Never,Never,7.5
8175,806804101,1,M,35,6,high School,2,Northeast,1,1,1,1,2,2,2,Always,Always,Always,Sometimes,Sometimes,Sometimes,7.916666666666666
8176,806902102,2,F,32,8,Undergraduate,3,Bajío,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
8177,807003103,1,M,27,8,Undergraduate,5,South/East,1,2,2,2,2,3,2,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,7.083333333333333
8178,807101101,1,M,97,2,Basic,3,Bajío,1,2,1,1,3,1,3,Sometimes,Always,Always,Never,Always,Never,7.083333333333333
8179,807203103,2,F,18,6,high School,6,South,1,2,1,2,1,1,2,Sometimes,Always,Sometimes,Always,Always,Sometimes,8.75
8181,807403104,1,M,28,8,Undergraduate,2,Northeast,1,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
8182,807508101,1,M,32,6,high School,3,Bajío,3,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
8183,807610103,1,M,19,2,Basic,6,South,4,2,1,1,3,2,3,Sometimes,Always,Always,Never,Sometimes,Never,6.666666666666666
8184,807701101,1,M,18,2,Basic,1,Northwest,1,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
8185,807802102,2,F,42,3,Basic,6,South,1,2,1,3,1,1,2,Sometimes,Always,Never,Always,Always,Sometimes,9.166666666666666
8186,807904102,2,F,41,6,high School,3,Bajío,1,1,1,2,2,1,2,Always,Always,Sometimes,Sometimes,Always,Sometimes,8.75
8187,808005103,2,F,53,2,Basic,5,South/East,4,1,2,3,3,1,2,Always,Sometimes,Never,Never,Always,Sometimes,8.333333333333334
8188,808105102,2,F,61,2,Basic,3,Bajío,1,2,1,3,1,2,3,Sometimes,Always,Never,Always,Sometimes,Never,8.333333333333334
8189,808201101,2,F,36,6,high School,2,Northeast,1,2,1,2,2,1,3,Sometimes,Always,Sometimes,Sometimes,Always,Never,7.916666666666666
8190,808302101,2,F,75,2,Basic,4,CDMX,1,3,1,3,1,3,3,Never,Always,Never,Always,Never,Never,7.5
8191,808401101,1,M,45,6,high School,2,Northeast,1,3,1,2,3,3,3,Never,Always,Sometimes,Never,Never,Never,6.25
8192,808501102,2,F,49,8,Undergraduate,4,CDMX,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
8193,808620101,1,M,69,2,Basic,6,South,4,2,1,1,3,2,3,Sometimes,Always,Always,Never,Sometimes,Never,6.666666666666666
8195,808802101,2,F,24,8,Undergraduate,2,Northeast,1,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
8196,808802202,2,F,53,8,Undergraduate,2,Northeast,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
8197,808910101,2,F,62,2,Basic,5,South/East,3,2,1,2,3,2,2,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,7.5
8198,809010102,2,F,64,2,Basic,3,Bajío,2,1,1,1,2,1,2,Always,Always,Always,Sometimes,Always,Sometimes,8.333333333333334
8199,809010202,2,F,42,2,Basic,3,Bajío,2,1,1,1,2,2,3,Always,Always,Always,Sometimes,Sometimes,Never,7.5
8200,809102101,1,M,31,3,Basic,2,Northeast,1,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
8201,809204102,1,M,20,3,Basic,5,South/East,2,1,2,2,1,3,2,Always,Sometimes,Sometimes,Always,Never,Sometimes,7.916666666666666
8202,809303103,1,M,21,8,Undergraduate,5,South/East,4,2,1,3,1,1,3,Sometimes,Always,Never,Always,Always,Never,8.75
8203,809403101,1,M,39,2,Basic,4,CDMX,1,1,1,3,2,2,2,Always,Always,Never,Sometimes,Sometimes,Sometimes,8.75
8204,809504103,1,M,27,8,Undergraduate,5,South/East,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
8206,809704103,1,M,30,8,Undergraduate,6,South,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
8207,809803101,2,F,23,3,Basic,1,Northwest,4,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8208,809901101,1,M,40,2,Basic,5,South/East,4,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8209,810003103,1,M,18,6,high School,2,Northeast,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
8210,810102102,2,F,27,8,Undergraduate,2,Northeast,1,1,1,3,2,1,2,Always,Always,Never,Sometimes,Always,Sometimes,9.166666666666666
8211,810202102,2,F,44,3,Basic,5,South/East,4,1,2,3,3,1,3,Always,Sometimes,Never,Never,Always,Never,7.916666666666666
8212,810303105,1,M,19,3,Basic,2,Northeast,1,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
8213,810401103,1,M,23,6,high School,2,Northeast,1,1,1,2,3,1,2,Always,Always,Sometimes,Never,Always,Sometimes,8.333333333333334
8214,810505101,1,M,33,6,high School,4,CDMX,1,2,1,3,1,3,2,Sometimes,Always,Never,Always,Never,Sometimes,8.333333333333334
8215,810603101,2,F,52,6,high School,3,Bajío,2,1,1,2,2,2,1,Always,Always,Sometimes,Sometimes,Sometimes,Always,8.75
8216,810716101,1,M,39,2,Basic,1,Northwest,4,2,2,3,2,3,2,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,7.5
8217,810801101,2,F,63,2,Basic,1,Northwest,1,1,2,1,3,1,3,Always,Sometimes,Always,Never,Always,Never,7.083333333333333
8218,810905101,1,M,51,5,Basic,2,Northeast,1,1,1,1,3,3,2,Always,Always,Always,Never,Never,Sometimes,7.083333333333333
8219,811005101,1,M,25,8,Undergraduate,3,Bajío,1,2,2,3,2,2,3,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,7.5
8220,811105102,1,M,62,8,Undergraduate,4,CDMX,1,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
8221,811215102,2,F,60,2,Basic,5,South/East,4,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
8222,811306102,1,M,28,6,high School,6,South,2,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
8223,811403103,2,F,20,6,high School,2,Northeast,1,1,1,3,2,3,1,Always,Always,Never,Sometimes,Never,Always,8.75
8224,811505102,2,F,44,3,Basic,6,South,1,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
8225,811607102,2,F,51,3,Basic,2,Northeast,2,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
8226,811705101,2,F,46,2,Basic,5,South/East,1,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
8227,811805102,2,F,20,6,high School,1,Northwest,1,1,1,2,2,3,1,Always,Always,Sometimes,Sometimes,Never,Always,8.333333333333334
8228,811918102,2,F,42,3,Basic,3,Bajío,2,1,1,1,2,2,2,Always,Always,Always,Sometimes,Sometimes,Sometimes,7.916666666666666
8229,812008101,2,F,26,6,high School,6,South,2,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
8230,812104102,1,M,22,8,Undergraduate,6,South,1,1,2,2,2,2,2,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
8231,812204102,2,F,31,3,Basic,2,Northeast,1,2,1,1,1,3,1,Sometimes,Always,Always,Always,Never,Always,7.916666666666666
8232,812313102,2,F,46,3,Basic,3,Bajío,3,1,1,2,2,3,1,Always,Always,Sometimes,Sometimes,Never,Always,8.333333333333334
8233,812402101,1,M,60,8,Undergraduate,3,Bajío,1,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
8234,812501101,2,F,76,6,high School,4,CDMX,1,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
8235,812605101,1,M,60,3,Basic,1,Northwest,1,1,1,1,2,1,3,Always,Always,Always,Sometimes,Always,Never,7.916666666666666
8236,812701102,2,F,45,6,high School,4,CDMX,1,1,2,2,2,1,3,Always,Sometimes,Sometimes,Sometimes,Always,Never,7.916666666666666
8237,812801101,2,F,52,6,high School,5,South/East,1,1,1,1,1,1,2,Always,Always,Always,Always,Always,Sometimes,8.75
8238,812908101,2,F,49,2,Basic,3,Bajío,4,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
8239,813004104,2,F,28,3,Basic,2,Northeast,1,1,1,2,2,2,1,Always,Always,Sometimes,Sometimes,Sometimes,Always,8.75
8240,813101101,2,F,54,2,Basic,3,Bajío,1,1,2,2,2,2,3,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.5
8241,813204101,1,M,37,8,Undergraduate,3,Bajío,3,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
8242,813302102,2,F,25,8,Undergraduate,2,Northeast,1,2,2,1,2,2,2,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,7.083333333333333
8243,813401102,2,F,35,6,high School,2,Northeast,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
8244,813508102,2,F,66,2,Basic,3,Bajío,4,1,1,2,2,1,3,Always,Always,Sometimes,Sometimes,Always,Never,8.333333333333334
8245,813602101,2,F,60,2,Basic,5,South/East,4,1,1,1,3,1,3,Always,Always,Always,Never,Always,Never,7.5
8246,813602202,2,F,30,2,Basic,5,South/East,4,1,1,3,1,2,3,Always,Always,Never,Always,Sometimes,Never,8.75
8247,813703101,2,F,37,8,Undergraduate,3,Bajío,1,2,1,1,2,1,2,Sometimes,Always,Always,Sometimes,Always,Sometimes,7.916666666666666
8248,813804101,2,F,34,3,Basic,1,Northwest,1,2,1,2,2,2,3,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,7.5
8249,813904103,2,F,29,3,Basic,3,Bajío,4,1,1,2,2,1,3,Always,Always,Sometimes,Sometimes,Always,Never,8.333333333333334
8250,814005101,1,M,27,8,Undergraduate,2,Northeast,1,2,1,2,2,3,1,Sometimes,Always,Sometimes,Sometimes,Never,Always,7.916666666666666
8251,814116101,2,F,49,0,No studies,3,Bajío,4,1,1,3,2,3,1,Always,Always,Never,Sometimes,Never,Always,8.75
8252,814201101,1,M,77,2,Basic,2,Northeast,4,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8254,814403102,2,F,37,3,Basic,6,South,4,1,1,1,2,2,3,Always,Always,Always,Sometimes,Sometimes,Never,7.5
8255,814502101,2,F,37,10,Graduate,4,CDMX,1,2,1,2,2,2,1,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,8.333333333333334
8256,814601104,2,F,63,8,Undergraduate,6,South,2,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
8257,814720101,1,M,25,3,Basic,2,Northeast,3,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
8258,814803103,2,F,32,3,Basic,3,Bajío,4,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
8259,814909102,2,F,36,6,high School,6,South,4,1,2,2,2,2,2,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
8260,815011102,1,M,29,3,Basic,5,South/East,2,1,1,2,1,2,1,Always,Always,Sometimes,Always,Sometimes,Always,9.166666666666666
8261,815118101,1,M,51,2,Basic,5,South/East,4,3,2,3,3,2,2,Never,Sometimes,Never,Never,Sometimes,Sometimes,7.083333333333333
8262,815205101,1,M,49,8,Undergraduate,1,Northwest,1,2,2,1,1,1,3,Sometimes,Sometimes,Always,Always,Always,Never,7.5
8263,815302101,2,F,50,2,Basic,1,Northwest,1,1,2,1,3,1,3,Always,Sometimes,Always,Never,Always,Never,7.083333333333333
