,LLAVEMOD,SEXO,SEXO_HM,EDAD_V,NIV,NIVED_T,REGION,REGION_T,TLOC,p461,p462,p463,p464,p465,p466,p461_t,p462_t,p463_t,p464_t,p465_t,p466_t,t46_calif
202,19805103,2,F,29,3,Basic,2,Northeast,1,3,1,1,1,2,3,Never,Always,Always,Always,Sometimes,Never,7.083333333333333
203,19904101,1,M,66,2,Basic,3,Bajío,1,3,1,3,3,3,2,Never,Always,Never,Never,Never,Sometimes,7.083333333333333
204,20003101,2,F,82,2,Basic,1,Northwest,1,1,2,3,2,1,3,Always,Sometimes,Never,Sometimes,Always,Never,8.333333333333334
205,20118101,1,M,57,2,Basic,3,Bajío,3,2,2,1,1,1,2,Sometimes,Sometimes,Always,Always,Always,Sometimes,7.916666666666666
206,20201102,2,F,48,3,Basic,3,Bajío,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
207,20301101,2,F,45,8,Undergraduate,3,Bajío,2,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
208,20409102,2,F,59,3,Basic,1,Northwest,4,1,1,2,3,3,2,Always,Always,Sometimes,Never,Never,Sometimes,7.5
209,20504101,1,M,30,3,Basic,6,South,4,1,1,1,1,1,3,Always,Always,Always,Always,Always,Never,8.333333333333334
210,20602103,2,F,22,3,Basic,2,Northeast,1,1,2,1,1,2,2,Always,Sometimes,Always,Always,Sometimes,Sometimes,7.916666666666666
211,20703102,2,F,66,0,No studies,4,CDMX,1,2,1,1,1,2,2,Sometimes,Always,Always,Always,Sometimes,Sometimes,7.916666666666666
212,20805101,2,F,41,8,Undergraduate,2,Northeast,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
213,20910102,2,F,27,3,Basic,6,South,3,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
214,21004102,2,F,55,6,high School,6,South,1,1,1,3,3,3,2,Always,Always,Never,Never,Never,Sometimes,7.916666666666666
215,21104101,1,M,27,3,Basic,4,CDMX,1,1,2,2,1,1,2,Always,Sometimes,Sometimes,Always,Always,Sometimes,8.75
216,21205101,2,F,55,0,No studies,1,Northwest,1,1,2,1,3,2,3,Always,Sometimes,Always,Never,Sometimes,Never,6.666666666666666
217,21302103,2,F,31,3,Basic,1,Northwest,4,1,1,2,1,2,3,Always,Always,Sometimes,Always,Sometimes,Never,8.333333333333334
218,21407101,1,M,73,2,Basic,5,South/East,3,1,1,2,3,3,2,Always,Always,Sometimes,Never,Never,Sometimes,7.5
219,21517101,1,M,54,2,Basic,6,South,4,1,1,1,1,2,3,Always,Always,Always,Always,Sometimes,Never,7.916666666666666
220,21604102,2,F,30,3,Basic,2,Northeast,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
221,21704102,2,F,67,6,high School,3,Bajío,1,3,1,3,1,2,3,Never,Always,Never,Always,Sometimes,Never,7.916666666666666
222,21809102,2,F,28,6,high School,3,Bajío,2,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
223,21904101,1,M,64,3,Basic,3,Bajío,1,1,2,3,3,1,3,Always,Sometimes,Never,Never,Always,Never,7.916666666666666
224,22002101,1,M,34,6,high School,6,South,1,1,1,3,2,2,2,Always,Always,Never,Sometimes,Sometimes,Sometimes,8.75
225,22102102,2,F,26,6,high School,2,Northeast,1,1,1,1,3,1,3,Always,Always,Always,Never,Always,Never,7.5
226,22204101,2,F,66,10,Graduate,5,South/East,1,1,1,3,3,2,2,Always,Always,Never,Never,Sometimes,Sometimes,8.333333333333334
227,22305101,1,M,53,5,Basic,2,Northeast,1,1,2,1,1,2,1,Always,Sometimes,Always,Always,Sometimes,Always,8.333333333333334
228,22420103,2,F,27,6,high School,3,Bajío,3,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
229,22501102,1,M,23,6,high School,2,Northeast,1,2,1,3,2,3,2,Sometimes,Always,Never,Sometimes,Never,Sometimes,7.916666666666666
230,22612101,2,F,32,6,high School,6,South,3,3,2,3,1,2,3,Never,Sometimes,Never,Always,Sometimes,Never,7.5
231,22705101,1,M,40,7,high School,6,South,1,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
232,22801101,1,M,48,5,Basic,2,Northeast,4,1,2,2,2,3,2,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,7.5
233,22904104,1,M,20,8,Undergraduate,3,Bajío,1,1,1,2,2,1,1,Always,Always,Sometimes,Sometimes,Always,Always,9.166666666666666
234,23004102,2,F,18,6,high School,1,Northwest,4,2,3,2,1,2,3,Sometimes,Never,Sometimes,Always,Sometimes,Never,7.083333333333333
235,23105101,1,M,41,3,Basic,5,South/East,4,1,1,1,1,1,3,Always,Always,Always,Always,Always,Never,8.333333333333334
236,23202101,1,M,31,8,Undergraduate,2,Northeast,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
237,23304101,1,M,84,2,Basic,6,South,1,1,1,3,1,1,3,Always,Always,Never,Always,Always,Never,9.166666666666666
238,23404102,2,F,39,6,high School,6,South,4,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
239,23503102,2,F,37,3,Basic,2,Northeast,4,1,1,2,1,2,3,Always,Always,Sometimes,Always,Sometimes,Never,8.333333333333334
240,23604101,2,F,33,8,Undergraduate,5,South/East,1,2,2,2,1,2,2,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,7.916666666666666
241,23604203,1,M,64,2,Basic,5,South/East,1,1,2,2,3,3,2,Always,Sometimes,Sometimes,Never,Never,Sometimes,7.083333333333333
242,23604302,1,M,29,7,high School,5,South/East,1,2,1,2,1,3,2,Sometimes,Always,Sometimes,Always,Never,Sometimes,7.916666666666666
243,23703104,1,M,21,2,Basic,3,Bajío,1,1,1,1,1,1,1,Always,Always,Always,Always,Always,Always,9.166666666666666
244,23818102,2,F,56,3,Basic,6,South,2,2,2,3,3,3,3,Sometimes,Sometimes,Never,Never,Never,Never,6.666666666666666
245,23904102,1,M,23,6,high School,2,Northeast,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
246,24002101,1,M,37,8,Undergraduate,3,Bajío,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
247,24101102,1,M,51,3,Basic,3,Bajío,1,2,1,3,1,2,2,Sometimes,Always,Never,Always,Sometimes,Sometimes,8.75
248,24204101,1,M,56,6,high School,5,South/East,3,1,1,3,3,2,3,Always,Always,Never,Never,Sometimes,Never,7.916666666666666
249,24318101,1,M,19,6,high School,1,Northwest,3,2,1,1,2,2,3,Sometimes,Always,Always,Sometimes,Sometimes,Never,7.083333333333333
250,24404101,1,M,83,2,Basic,4,CDMX,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
251,24502101,1,M,29,8,Undergraduate,2,Northeast,1,1,1,3,1,2,3,Always,Always,Never,Always,Sometimes,Never,8.75
252,24604101,1,M,33,8,Undergraduate,1,Northwest,1,2,2,2,3,1,2,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,7.5
253,24701106,2,F,20,6,high School,5,South/East,3,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
254,24805101,2,F,28,6,high School,1,Northwest,1,1,1,1,2,2,2,Always,Always,Always,Sometimes,Sometimes,Sometimes,7.916666666666666
255,24902102,2,F,31,2,Basic,6,South,1,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
256,25002101,1,M,46,2,Basic,2,Northeast,3,2,1,2,3,1,2,Sometimes,Always,Sometimes,Never,Always,Sometimes,7.916666666666666
257,25102101,1,M,70,2,Basic,5,South/East,1,1,1,1,1,3,1,Always,Always,Always,Always,Never,Always,8.333333333333334
258,25205101,1,M,64,8,Undergraduate,3,Bajío,3,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
259,25302101,1,M,43,3,Basic,1,Northwest,1,1,2,1,1,3,1,Always,Sometimes,Always,Always,Never,Always,7.916666666666666
260,25413102,1,M,29,2,Basic,1,Northwest,4,1,1,1,1,1,3,Always,Always,Always,Always,Always,Never,8.333333333333334
261,25502101,1,M,30,8,Undergraduate,6,South,1,2,1,3,1,1,3,Sometimes,Always,Never,Always,Always,Never,8.75
262,25607102,2,F,34,3,Basic,4,CDMX,4,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
263,25705101,2,F,40,8,Undergraduate,1,Northwest,1,2,2,1,2,3,3,Sometimes,Sometimes,Always,Sometimes,Never,Never,6.25
264,25807102,2,F,63,2,Basic,5,South/East,4,1,1,2,2,3,3,Always,Always,Sometimes,Sometimes,Never,Never,7.5
265,25903101,1,M,67,2,Basic,3,Bajío,4,3,2,2,3,2,3,Never,Sometimes,Sometimes,Never,Sometimes,Never,6.25
266,26001106,1,M,44,3,Basic,2,Northeast,1,1,1,2,3,1,2,Always,Always,Sometimes,Never,Always,Sometimes,8.333333333333334
267,26114105,1,M,24,2,Basic,5,South/East,4,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
268,26201102,1,M,48,3,Basic,1,Northwest,1,1,2,3,1,3,3,Always,Sometimes,Never,Always,Never,Never,7.916666666666666
269,26304102,2,F,32,3,Basic,1,Northwest,2,2,1,3,2,3,2,Sometimes,Always,Never,Sometimes,Never,Sometimes,7.916666666666666
270,26410101,2,F,37,3,Basic,3,Bajío,4,1,1,3,2,2,2,Always,Always,Never,Sometimes,Sometimes,Sometimes,8.75
271,26503103,2,F,29,6,high School,3,Bajío,1,2,1,2,2,2,3,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,7.5
272,26613101,1,M,74,3,Basic,6,South,3,2,1,2,3,2,3,Sometimes,Always,Sometimes,Never,Sometimes,Never,7.083333333333333
273,26704104,2,F,27,8,Undergraduate,3,Bajío,1,1,1,2,2,3,1,Always,Always,Sometimes,Sometimes,Never,Always,8.333333333333334
274,26801102,2,F,28,6,high School,3,Bajío,1,1,1,2,2,1,2,Always,Always,Sometimes,Sometimes,Always,Sometimes,8.75
275,26905101,1,M,46,3,Basic,6,South,1,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
276,27013102,2,F,49,3,Basic,5,South/East,3,1,2,3,3,1,3,Always,Sometimes,Never,Never,Always,Never,7.916666666666666
277,27102101,2,F,57,2,Basic,5,South/East,3,1,1,1,1,1,1,Always,Always,Always,Always,Always,Always,9.166666666666666
278,27203102,2,F,27,3,Basic,5,South/East,1,1,2,2,2,1,3,Always,Sometimes,Sometimes,Sometimes,Always,Never,7.916666666666666
279,27312101,2,F,31,3,Basic,5,South/East,4,2,2,3,2,2,3,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,7.5
280,27404101,1,M,73,3,Basic,1,Northwest,1,3,1,2,3,3,2,Never,Always,Sometimes,Never,Never,Sometimes,6.666666666666666
281,27509101,1,M,47,6,high School,1,Northwest,2,1,1,2,1,2,1,Always,Always,Sometimes,Always,Sometimes,Always,9.166666666666666
282,27605101,1,M,24,8,Undergraduate,6,South,4,2,1,3,1,3,1,Sometimes,Always,Never,Always,Never,Always,8.75
283,27712101,2,F,64,2,Basic,6,South,4,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
284,27804102,2,F,48,8,Undergraduate,3,Bajío,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
285,27901101,1,M,34,6,high School,2,Northeast,1,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
286,28006101,2,F,55,3,Basic,5,South/East,4,3,1,3,1,1,3,Never,Always,Never,Always,Always,Never,8.333333333333334
287,28105101,2,F,61,0,No studies,2,Northeast,1,1,1,3,3,3,1,Always,Always,Never,Never,Never,Always,8.333333333333334
288,28205101,2,F,72,2,Basic,2,Northeast,1,1,1,1,3,3,3,Always,Always,Always,Never,Never,Never,6.666666666666666
289,28301102,2,F,38,8,Undergraduate,2,Northeast,1,1,2,2,1,1,1,Always,Sometimes,Sometimes,Always,Always,Always,9.166666666666666
290,28405101,2,F,49,3,Basic,1,Northwest,1,1,1,1,2,2,3,Always,Always,Always,Sometimes,Sometimes,Never,7.5
291,28501101,1,M,67,6,high School,3,Bajío,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
292,28605104,2,F,25,8,Undergraduate,6,South,1,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
293,28702102,1,M,29,3,Basic,2,Northeast,1,1,2,2,2,3,2,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,7.5
294,28804102,2,F,27,3,Basic,1,Northwest,1,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
295,28918101,1,M,59,3,Basic,2,Northeast,2,1,1,2,1,3,3,Always,Always,Sometimes,Always,Never,Never,7.916666666666666
297,29109101,2,F,42,3,Basic,3,Bajío,3,1,1,1,3,1,3,Always,Always,Always,Never,Always,Never,7.5
298,29202102,2,F,30,8,Undergraduate,5,South/East,3,2,1,3,1,2,2,Sometimes,Always,Never,Always,Sometimes,Sometimes,8.75
299,29305101,1,M,45,3,Basic,6,South,1,1,1,1,2,3,2,Always,Always,Always,Sometimes,Never,Sometimes,7.5
300,29411101,2,F,45,8,Undergraduate,3,Bajío,4,1,2,1,1,1,2,Always,Sometimes,Always,Always,Always,Sometimes,8.333333333333334
301,29517102,2,F,48,6,high School,1,Northwest,4,1,1,1,1,1,1,Always,Always,Always,Always,Always,Always,9.166666666666666
302,29604101,2,F,59,6,high School,5,South/East,1,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
303,29701102,1,M,86,2,Basic,4,CDMX,1,1,1,2,3,3,2,Always,Always,Sometimes,Never,Never,Sometimes,7.5
304,29813101,2,F,28,3,Basic,5,South/East,4,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
305,29813201,2,F,55,3,Basic,5,South/East,4,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
306,29904102,2,F,61,3,Basic,2,Northeast,2,1,1,2,3,3,3,Always,Always,Sometimes,Never,Never,Never,7.083333333333333
307,30002102,2,F,43,8,Undergraduate,2,Northeast,1,2,1,1,2,3,3,Sometimes,Always,Always,Sometimes,Never,Never,6.666666666666666
308,30103102,2,F,18,3,Basic,6,South,4,3,1,2,2,2,2,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,7.5
309,30203102,1,M,22,3,Basic,1,Northwest,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
310,30302102,2,F,69,2,Basic,4,CDMX,1,1,1,2,3,3,2,Always,Always,Sometimes,Never,Never,Sometimes,7.5
311,30402101,1,M,52,8,Undergraduate,2,Northeast,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
312,30503104,2,F,73,5,Basic,1,Northwest,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
313,30603102,2,F,65,2,Basic,6,South,3,1,1,1,1,3,3,Always,Always,Always,Always,Never,Never,7.5
314,30705101,1,M,44,8,Undergraduate,3,Bajío,1,1,1,3,3,3,2,Always,Always,Never,Never,Never,Sometimes,7.916666666666666
315,30802101,1,M,39,6,high School,1,Northwest,1,2,2,2,3,3,2,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,6.666666666666666
316,30901101,2,F,51,8,Undergraduate,2,Northeast,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
317,31001102,2,F,65,6,high School,6,South,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
319,31202101,1,M,49,2,Basic,6,South,4,1,1,3,3,2,3,Always,Always,Never,Never,Sometimes,Never,7.916666666666666
320,31301101,1,M,49,8,Undergraduate,2,Northeast,1,1,2,2,2,3,2,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,7.5
321,31401101,2,F,51,2,Basic,6,South,1,2,1,2,2,2,2,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
322,31501102,2,F,20,8,Undergraduate,3,Bajío,1,3,1,1,3,3,1,Never,Always,Always,Never,Never,Always,6.666666666666666
323,31604101,1,M,50,8,Undergraduate,5,South/East,1,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
324,31702102,1,M,39,8,Undergraduate,5,South/East,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
325,31815103,2,F,31,8,Undergraduate,1,Northwest,2,2,1,3,1,3,3,Sometimes,Always,Never,Always,Never,Never,7.916666666666666
326,31905101,1,M,43,9,Graduate,1,Northwest,1,2,1,2,1,2,3,Sometimes,Always,Sometimes,Always,Sometimes,Never,7.916666666666666
327,32002101,1,M,54,6,high School,4,CDMX,1,2,2,2,3,1,3,Sometimes,Sometimes,Sometimes,Never,Always,Never,7.083333333333333
328,32101101,1,M,58,3,Basic,2,Northeast,1,2,2,2,3,1,3,Sometimes,Sometimes,Sometimes,Never,Always,Never,7.083333333333333
329,32203102,2,F,50,3,Basic,6,South,1,1,1,3,3,3,1,Always,Always,Never,Never,Never,Always,8.333333333333334
330,32302102,2,F,64,2,Basic,3,Bajío,1,1,1,1,1,3,3,Always,Always,Always,Always,Never,Never,7.5
331,32416101,2,F,53,3,Basic,5,South/East,4,1,1,3,2,3,3,Always,Always,Never,Sometimes,Never,Never,7.916666666666666
332,32507102,2,F,31,8,Undergraduate,5,South/East,4,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
333,32613102,2,F,38,3,Basic,3,Bajío,4,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
334,32713102,2,F,72,0,No studies,5,South/East,3,1,2,2,3,1,1,Always,Sometimes,Sometimes,Never,Always,Always,8.333333333333334
335,32805102,2,F,54,3,Basic,5,South/East,3,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
338,33113101,2,F,28,6,high School,3,Bajío,2,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
339,33203103,2,F,21,8,Undergraduate,6,South,2,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
340,33301101,1,M,32,3,Basic,4,CDMX,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
341,33403101,1,M,61,2,Basic,5,South/East,2,1,1,2,2,1,1,Always,Always,Sometimes,Sometimes,Always,Always,9.166666666666666
342,33503101,1,M,55,6,high School,5,South/East,1,1,2,3,1,1,1,Always,Sometimes,Never,Always,Always,Always,9.583333333333334
343,33615102,2,F,31,6,high School,6,South,4,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
344,33709102,1,M,35,3,Basic,5,South/East,2,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
345,33801101,2,F,35,3,Basic,2,Northeast,1,1,1,3,2,1,2,Always,Always,Never,Sometimes,Always,Sometimes,9.166666666666666
346,33906102,2,F,34,2,Basic,6,South,4,2,1,2,1,3,3,Sometimes,Always,Sometimes,Always,Never,Never,7.5
347,34003102,2,F,32,8,Undergraduate,1,Northwest,1,2,1,2,2,1,3,Sometimes,Always,Sometimes,Sometimes,Always,Never,7.916666666666666
348,34117102,2,F,48,3,Basic,1,Northwest,4,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
350,34301102,2,F,23,8,Undergraduate,3,Bajío,1,2,1,2,3,2,3,Sometimes,Always,Sometimes,Never,Sometimes,Never,7.083333333333333
351,34403102,2,F,20,7,high School,1,Northwest,1,1,2,2,2,3,2,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,7.5
352,34519101,2,F,50,3,Basic,5,South/East,3,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
353,34601101,2,F,62,6,high School,3,Bajío,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
354,34718101,1,M,30,6,high School,5,South/East,4,1,1,3,2,2,2,Always,Always,Never,Sometimes,Sometimes,Sometimes,8.75
355,34815101,1,M,37,3,Basic,5,South/East,3,1,1,1,1,1,1,Always,Always,Always,Always,Always,Always,9.166666666666666
356,34905101,1,M,55,6,high School,3,Bajío,2,1,2,2,3,3,2,Always,Sometimes,Sometimes,Never,Never,Sometimes,7.083333333333333
357,35002101,1,M,60,3,Basic,5,South/East,1,1,1,1,1,1,1,Always,Always,Always,Always,Always,Always,9.166666666666666
358,35112102,2,F,31,3,Basic,5,South/East,4,1,2,1,1,3,3,Always,Sometimes,Always,Always,Never,Never,7.083333333333333
359,35217104,1,M,31,3,Basic,6,South,3,3,1,1,3,3,3,Never,Always,Always,Never,Never,Never,5.833333333333333
360,35303103,1,M,50,8,Undergraduate,3,Bajío,1,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
361,35402101,2,F,44,8,Undergraduate,2,Northeast,1,1,1,3,3,1,3,Always,Always,Never,Never,Always,Never,8.333333333333334
362,35512101,1,M,49,2,Basic,5,South/East,4,3,1,2,3,3,3,Never,Always,Sometimes,Never,Never,Never,6.25
363,35616102,2,F,18,6,high School,5,South/East,2,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
364,35704101,2,F,71,2,Basic,4,CDMX,1,1,1,2,2,1,2,Always,Always,Sometimes,Sometimes,Always,Sometimes,8.75
365,35803101,1,M,33,8,Undergraduate,3,Bajío,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
366,35901102,2,F,74,8,Undergraduate,5,South/East,3,1,1,1,1,1,2,Always,Always,Always,Always,Always,Sometimes,8.75
367,36001102,2,F,44,3,Basic,1,Northwest,1,2,1,2,1,3,2,Sometimes,Always,Sometimes,Always,Never,Sometimes,7.916666666666666
368,36104101,2,F,72,2,Basic,5,South/East,1,3,2,2,3,1,3,Never,Sometimes,Sometimes,Never,Always,Never,6.666666666666666
369,36201101,2,F,47,8,Undergraduate,6,South,1,1,2,2,3,3,2,Always,Sometimes,Sometimes,Never,Never,Sometimes,7.083333333333333
370,36304101,1,M,36,3,Basic,5,South/East,3,2,1,2,2,2,3,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,7.5
371,36401102,2,F,63,8,Undergraduate,2,Northeast,1,1,1,3,3,3,2,Always,Always,Never,Never,Never,Sometimes,7.916666666666666
372,36516101,2,F,49,0,No studies,6,South,3,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
373,36616101,1,M,52,3,Basic,2,Northeast,4,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
374,36705101,1,M,67,2,Basic,3,Bajío,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
376,36912101,1,M,53,2,Basic,6,South,4,1,1,2,2,1,2,Always,Always,Sometimes,Sometimes,Always,Sometimes,8.75
377,37002101,1,M,37,3,Basic,1,Northwest,4,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
378,37103101,2,F,24,3,Basic,3,Bajío,2,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
379,37202103,1,M,44,3,Basic,4,CDMX,1,2,2,1,2,3,2,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,6.666666666666666
380,37302103,1,M,31,3,Basic,3,Bajío,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
381,37401102,2,F,30,8,Undergraduate,2,Northeast,2,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
382,37502102,2,F,64,8,Undergraduate,3,Bajío,1,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
383,37601101,1,M,50,6,high School,5,South/East,1,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
384,37705101,1,M,31,6,high School,2,Northeast,1,1,1,1,1,1,2,Always,Always,Always,Always,Always,Sometimes,8.75
386,37904103,2,F,19,6,high School,6,South,1,2,1,1,2,2,2,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,7.5
387,38002102,2,F,69,8,Undergraduate,5,South/East,1,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
389,38204101,2,F,46,8,Undergraduate,5,South/East,3,2,1,2,3,2,2,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,7.5
390,38320101,1,M,27,7,high School,2,Northeast,2,1,2,2,3,3,2,Always,Sometimes,Sometimes,Never,Never,Sometimes,7.083333333333333
391,38405102,2,F,50,8,Undergraduate,1,Northwest,1,1,1,1,1,1,2,Always,Always,Always,Always,Always,Sometimes,8.75
392,38505104,2,F,62,2,Basic,2,Northeast,1,3,1,1,3,2,2,Never,Always,Always,Never,Sometimes,Sometimes,6.666666666666666
393,38602103,1,M,21,2,Basic,1,Northwest,1,2,1,2,1,2,2,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,8.333333333333334
394,38704101,2,F,45,8,Undergraduate,5,South/East,1,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
395,38808104,2,F,24,8,Undergraduate,2,Northeast,3,1,1,1,1,2,3,Always,Always,Always,Always,Sometimes,Never,7.916666666666666
